left_out,mean,measure,model_name,sd,top_from
1,0.019681291390728477,precision,model_file_12conf_5n_1l,0.039758972676190774,10
1,0.19681291390728478,recall,model_file_12conf_5n_1l,0.39758972676190785,10
1,0.19681291390728478,sps,model_file_12conf_5n_1l,0.39758972676190785,10
1,0.05279387417218544,precision,model_file_17conf_10n_1l,0.04992188164632815,10
1,0.5279387417218543,recall,model_file_17conf_10n_1l,0.4992188164632815,10
1,0.5279387417218543,sps,model_file_17conf_10n_1l,0.4992188164632815,10
